id,courses_title,degree_field,exp_duration,url,skills,skill_1,skill_2,skill_3,cert_titles,exp_group
yonglu-hou,"['machine learning', 'analysis algorithm', 'data structure', 'database information systems', 'graph theory', 'inference', 'linear regression', 'modern data mining', 'principles experiment design', 'programming language techniques', 'statistical machine learning', 'statistics probability']","['Data Science and Analytics', 'Electronics and Communication', 'Engineering and Technology Specializations']",63,https://www.linkedin.com/in/yonglu-hou,"['Data', 'Network', 'Data']",data analysis,network design,data serialization,"['AI and Data Engineering', 'Databricks Certified Data Engineer Associate']",0
nathanael-chow-8561661a0,[''],['Electrical and Computer Engineering'],27,https://www.linkedin.com/in/nathanael-chow,"['Containerization', 'Development', 'Provisioning']",containerization,java development,infrastructure provisioning,[],0
ryan-conroy-909960a,[''],['Mechanical Engineering and Related Fields'],133,https://www.linkedin.com/in/ryan-conroy-909960a,"['3D', 'Metal', 'Modeling']",3d modeling,sheet metal design,parametric modeling,[],1
shenxiaohui,"['mathematics engineering physics', 'aerospace structural dynamics stability', 'classroom communication esl teaching assistants', 'elasticity aerospace', 'fracture mechanics', 'linear systems analysis synthesis', 'mechanical behavior materials', 'mechanics composite materials', 'principles dynamics', 'artificial intelligence robot', 'computer organization', 'data structure', 'database system', 'discrete mathematics', 'flash animation', 'java programming', 'operating system', 'principles embedded system', 'project on visual basic', 'software engineering methodology', 'visual basic', 'visual c++ programming']","['Materials Science and Engineering Cluster', 'Civil and Architectural Engineering', 'Engineering and Applied Sciences']",34,https://www.linkedin.com/in/shenxiaohui,"['Data', 'Finite', 'Data Analytics Suite', 'engineering']",data analysis,finite element analysis,audio engineering,[],0
hunter-bashaw-353a54149,"['programming concepts java', 'algorithms data structures', 'applied linear algebra', 'artificial intelligence', 'automata theory formal languages', 'compiler construction', 'computer algorithms', 'computer networks', 'computer organization', 'cryptography', 'formal methods program verification', 'operating systems', 'probability statistics', 'programming languages', 'software design development']",['Computer Science and Engineering'],54,https://www.linkedin.com/in/hunter-bashaw-353a54149,"['Cloud', 'Software Testing and Quality Assurance', 'Python']",cloud computing,performance testing,python programming,[],0
yuanhang-wang-a83776a6,[''],"['Software Engineering and Computing Technologies', 'Software Engineering and Computing Technologies']",159,https://www.linkedin.com/in/yuanhang-wang-a83776a6,"['Data', 'Parsing', 'Django']",data processing,json parsing,django deployment,[],1
nikhil-agarwal-bb4940ab,"['intelligent visual computing', 'machine learning']","['Data Science and Analytics', 'Computer Science and Engineering']",59,https://www.linkedin.com/in/nikhil0209,"['Data', 'Machine', 'Artificial']",data analysis,machine learning,artificial intelligence,"['Master of Science', 'Deep Learning Specialization', 'Sequence Models', 'Convolutional Neural Networks', 'Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization', 'Neural Networks and Deep Learning', 'Structuring Machine Learning Projects', 'Machine Learning', 'Mathematics for Machine Learning Specialization', 'Mathematics for Machine Learning: Linear Algebra', 'Mathematics for Machine Learning: Multivariate Calculus', 'Mathematics for Machine Learning: PCA', 'Applied Data Science with Python Specialization', 'Applied Machine Learning in Python', 'Applied Plotting, Charting & Data Representation in Python', 'Applied Social Network Analysis in Python', 'Applied Text Mining in Python', 'Capstone: Retrieving, Processing, and Visualizing Data with Python', 'Programming for Everybody (Getting Started with Python)', 'Python Data Structures', 'Python for Everybody Specialization', 'Using Databases with Python', 'Using Python to Access Web Data', 'Financial Accounting: Foundations', 'Welcome to Game Theory']",0
anthony-payne-3950515a,[''],['Management and Business'],30,https://www.linkedin.com/in/anthony-payne-3950515a,"['Sales', 'Industry', 'Account']",sales techniques,industry knowledge,account management,[],0
gangulyarijit,[''],"['Computer Science and Engineering', 'Engineering and Sciences']",257,https://www.linkedin.com/in/gangulyarijit,"['Cloud', 'Development', 'Ruby']",cloud computing,web development,ruby programming,[],2
jesper-arentoft-jayaswal-8b71b720,[''],"['Electrical Engineering and Related Disciplines', 'Engineering and Sciences', 'Chemical Sciences', 'Chemical Sciences']",179,https://www.linkedin.com/in/jesper-arentoft-jayaswal-8b71b720,"['Laser', 'instrumentation', 'GANs', 'diffusion']",laser cutting,virtual instrumentation,gans and diffusion models,[],1
ketan-humnabadkar-308b093a,[''],"['Electrical Engineering and Related Disciplines', 'Electronics and Communication']",230,https://www.linkedin.com/in/ketan-humnabadkar-308b093a,"['Cybersecurity', 'Embedded', 'network']",cybersecurity fundamentals,embedded c programming,wireless network troubleshooting,[],1
ki-hyun-kim-84167065,[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering', 'Electrical Engineering and Electronics', 'Physical Sciences and Engineering']",0,https://www.linkedin.com/in/ki-hyun-kim-84167065,"['Conflict', 'Data Analytics Suite', 'Signal']",conflict resolution,data analysis,signal processing,['NI Certified LabVIEW Associate Developer (CLAD)'],0
daphne-jansen-8000b9212,[''],['Computer Science and Engineering'],221,https://www.linkedin.com/in/daphne-jansen-8000b9212,"['Kernel', 'Programming Paradigms', 'C']",kernel development,system programming,c debugging,[],1
zeljkovicmihajlo,[''],"['Computer Science and Engineering', 'Computer Science and Engineering']",82,https://www.linkedin.com/in/zeljkovicmihajlo,"['Ruby', 'Programming']",ruby on rails,selenium automation,reactive programming,[],0
robert-garcia-96220a7,[''],[],0,https://www.linkedin.com/in/robert-garcia-96220a7,"['Hardware', 'Envelope', 'Soldering']",hardware installation,envelope shaping,soldering techniques,[],0
justinoroz,"['analog peripheral embedded systems', 'circuits systems', 'digital communication systems', 'digital design with fpgas', 'digital logic circuit design', 'electronic design', 'embedded control system design', 'microprocessor based system design', 'physical electronics', 'principles electromagnetic fields', 'signal processing', 'theory automatic controls', 'college research skills', 'composition reading', 'critical thinking writing philosophy', 'differential equations', 'electricity magnetism', 'heat', 'light', 'modern physics', 'linear algebra', 'mechanics solids fluids', 'multivariable calculus']","['Electrical Engineering and Electronics', 'Engineering and Applied Sciences']",94,https://www.linkedin.com/in/justinoroz,"['Raspberry', 'setup', 'Machine', 'modeling', 'FPGA']",raspberry pi setup,machine learning modeling,fpga design,[],0
cheng-shen,['topic: deep learning'],['Computer Science and Engineering'],65,https://www.linkedin.com/in/cheng-shen,"['Text', 'recognition', 'Data']",text classification,image recognition,data manipulation,['TUN Data Challenge Finalist'],0
terrick-willoughby-315b6994,[''],['Electrical Engineering and Related Disciplines'],0,https://www.linkedin.com/in/terrickwilloughby,"['Trauma-informed', 'management', 'Communication']",trauma-informed care,change management,communication skills,[],0
eric14,[''],"['Computer Science and Engineering', 'Natural and Applied Sciences']",271,https://www.linkedin.com/in/eric14,"['Data', 'Problem-solving', 'computing']",data analysis,problem-solving,cloud computing,[],2
gang-wu-9a177933,[''],[],108,https://www.linkedin.com/in/gang-wu-9a177933,"['Data', 'GUI', 'Audio']",data analysis,gui development,audio synthesis,[],1
wgarvin,[''],[],295,https://www.linkedin.com/in/wgarvin,"['System', 'Deployment', 'Application']",system management,windows deployment,application management,"['Microsoft Certified Trainer (MCT)', 'Microsoft Certified: Azure Fundamentals', 'Microsoft 365 Certified: Modern Desktop Administrator Associate', 'Microsoft Certified: Azure Administrator Associate', 'A+', 'Network+', 'Security+', 'Certified Encryption Specialist', 'Site Development Associate', 'Web Security Associate']",2
rabi-khan-4165755a,[''],"['Natural and Applied Sciences', 'Computer Science and Information Systems', 'Computer Science and Information Systems']",78,https://www.linkedin.com/in/rabi-khan-4165755a,"['Decision', 'Directory', 'administration']",decision making,active directory management,server administration,[],0
thakkar-parth,"['algorithms', 'computer architecture', 'data structures', 'database systems', 'formal languages automata', 'high speed networks', 'operating systems', 'probability theory']","['Computer Science and Engineering', 'Engineering and Sciences']",96,https://www.linkedin.com/in/thakkar-parth,"['Machine', 'model', 'Data', 'cluster']",machine learning model development,data structure implementation,kubernetes cluster provisioning,[],0
wayne-mcintyre-0536b562,[''],['Information Technology'],13,https://www.linkedin.com/in/wayne-mcintyre-05,"['Manage', 'Directory', 'Configure', 'DHCP']",manage active directory,configure dns,manage dhcp,['MCITP: Enterprise Administrator'],0
bogdansalyp,[''],['Network Science and Engineering'],74,https://www.linkedin.com/in/bogdansalyp,"['Supervised', 'Machine', 'Artificial']",supervised learning,machine learning,artificial intelligence,"['Sequence Models', 'Convolutional Neural Networks', 'Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization', 'Neural Networks and Deep Learning', 'Structuring Machine Learning Projects', 'Learning From Data']",0
roli1283,[''],"['Computer Science and Information Systems', 'Electrical and Computer Engineering']",118,https://www.linkedin.com/in/roli1283,"['Cloud', 'migration', 'Logic', 'development', 'Project', 'foundations']",cloud database migration,logic app development,project management foundations,[],1
prema-white-327b8920a,[''],['Humanities and Social Studies'],14,https://www.linkedin.com/in/prema-white-327b8920a,"['Test', 'writing', 'Test', 'Programming Paradigms']",test case writing,test automation,python programming,"['Designing a First Website with Dreamweaver CC', 'Programming Foundations: Software Testing/QA', 'Test Automation Foundations', 'Figma for UX Design', 'Sketching for UX Designers', 'UX Deep Dive: Mapping']",0
andre-ricardo-da-silveira-aa8a402a,"['engenharia elétrica - eletrônica', 'gestão empresarial - business management']","['Management and Business', 'Languages and Literature']",211,https://www.linkedin.com/in/andre-ricardo-da-silveira-aa8a402a,"['International', 'Sigma']",international project management,operations management,six sigma,[],1
jonathan-berkshire-a68237239,[''],[],29,https://www.linkedin.com/in/jonathan-berkshire-a68237239,"['Data', 'learning', 'AI']",data analysis,machine learning,ai concepts,[],0
prithvi-yanala-b7210749,[''],"['Information Systems Management and Technology', 'Computer Science and Engineering']",106,https://www.linkedin.com/in/prithvi-yanala,"['Exception', 'principles', 'REST', 'integration']",exception handling,devops principles,rest api integration,"['Microsoft Certified: Azure Developer Associate', 'Microsoft Technology Associate', 'Oracle Certified Professional, Java SE 6 Programmer', 'Technical Entrepreneurship program', 'Java Foundations Certified Junior Associate']",1
rui-jiang-b102241b,[''],"['Computer Science and Engineering', 'Information Technology and Applied Science']",192,https://www.linkedin.com/in/ruijiang2009,"['Event', 'Data Analytics Suite', 'Design']",event streaming,wavelet analysis,design patterns,['shaping-up-with-angular-js'],1
praveenb0,[''],"['Computer Science and Engineering', 'Computer Science and Engineering']",136,https://www.linkedin.com/in/praveenb0,"['Data', 'Data', 'Data']",data querying,data analysis,data visualization,"['Microsoft Technology Associate: Networking Fundamentals (MTA)', 'SnowPro Core Certification']",1
